curve_id,t_s,P_Torr_meas,P_Torr_ideal
CURVE_01,0.0,0.6163557788084016,0.6042122436524597
CURVE_01,4.316546762589928,0.5554018767580957,0.5595135012134421
CURVE_01,8.633093525179856,0.5133279648756159,0.5181501861563836
CURVE_01,12.949640287769784,0.4833854528932858,0.47987340835119824
CURVE_01,17.26618705035971,0.4468256079022948,0.44445284988951567
CURVE_01,21.58273381294964,0.41231512136546167,0.41167537922249675
CURVE_01,25.899280575539567,0.37602150503136633,0.38134376871190806
CURVE_01,30.215827338129493,0.3531129932543945,0.353275507877744
CURVE_01,34.53237410071942,0.3307093155848564,0.3273017052015015
CURVE_01,38.84892086330935,0.29712368040066295,0.30326607187707316
CURVE_01,43.16546762589928,0.279078829429015,0.28102398139431206
CURVE_01,47.482014388489205,0.2530473180830064,0.26044159929662297
CURVE_01,51.798561151079134,0.23671233226506294,0.24139507787618303
CURVE_01,56.115107913669064,0.21756685856667513,0.22376981096113494
CURVE_01,60.43165467625899,0.20673491164819488,0.2074597443106803
CURVE_01,64.74820143884892,0.1887376647443225,0.1923667374686021
CURVE_01,69.06474820143885,0.1790967960646343,0.17839997323538134
CURVE_01,73.38129496402877,0.1658603175263746,0.16547541120559858
CURVE_01,77.6978417266187,0.15307218968096276,0.1535152820824636
CURVE_01,82.01438848920863,0.1370348028837344,0.14244761972667666
CURVE_01,86.33093525179856,0.13115225155206592,0.13220582812387857
CURVE_01,90.64748201438849,0.12263852522209388,0.12272828066506054
CURVE_01,94.96402877697841,0.11415306506090149,0.11395794932873382
CURVE_01,99.28057553956835,0.10339772444642664,0.105842061533586
CURVE_01,103.59712230215827,0.09763620331099937,0.09833178259684794
CURVE_01,107.91366906474819,0.09002985163132965,0.09138192188766786
CURVE_01,112.23021582733813,0.08391713397236349,0.08495066090736887
CURVE_01,116.54676258992805,0.08023429020025727,0.07899930166040119
CURVE_01,120.86330935251797,0.07257750126185514,0.0734920338018947
CURVE_01,125.17985611510791,0.0683890646168334,0.06839571916069861
CURVE_01,129.49640287769785,0.06451431536722779,0.06367969234134707
CURVE_01,133.81294964028777,0.05880216087313895,0.05931557620513789
CURVE_01,138.1294964028777,0.0551838168951555,0.05527711112004318
CURVE_01,142.44604316546761,0.05161657387205985,0.051539996952019315
CURVE_01,146.76258992805754,0.048117588714391625,0.04808174684695065
CURVE_01,151.0791366906475,0.04406941747500083,0.044881551923408515
CURVE_01,155.3956834532374,0.04196199586506756,0.04192015606205816
CURVE_01,159.71223021582733,0.0399752863916638,0.039179740038300416
CURVE_01,164.02877697841726,0.035793859497867606,0.036643814300954466
CURVE_01,168.34532374100718,0.03476276518267318,0.03429711975181247
CURVE_01,172.66187050359713,0.03219666082914455,0.032125535929040015
CURVE_01,176.97841726618705,0.02983387024955117,0.03011599604194599
CURVE_01,181.29496402877697,0.02909300571993387,0.02825640834587159
CURVE_01,185.6115107913669,0.026811349101953198,0.02653558338409789
CURVE_01,189.92805755395682,0.02451344631324668,0.024943166658974
CURVE_01,194.24460431654674,0.023515138234602398,0.023469576327136546
CURVE_01,198.5611510791367,0.022294355403924805,0.022105945543921875
CURVE_01,202.87769784172662,0.02079588197186639,0.020844069110047613
CURVE_01,207.19424460431654,0.019893540724138126,0.019676354099527383
CURVE_01,211.51079136690646,0.018593843744831744,0.01859577417173856
CURVE_01,215.82733812949638,0.01779036655482488,0.0175958272927309
CURVE_01,220.14388489208633,0.017021097548208644,0.016670496611377948
CURVE_01,224.46043165467626,0.01568423770058879,0.015814214254956334
CURVE_01,228.77697841726618,0.015042668663591302,0.015021827826304804
CURVE_01,233.0935251798561,0.014206503825590064,0.01428856940097066
CURVE_01,237.41007194244602,0.013645887376760538,0.01361002683779412
CURVE_01,241.72661870503595,0.012768405134536196,0.01298211723030155
CURVE_01,246.0431654676259,0.01233088317713082,0.012401062339159953
CURVE_01,250.35971223021582,0.011858141598255054,0.011863365857865776
CURVE_01,254.67625899280574,0.011496116290192716,0.011365792374871569
CURVE_01,258.9928057553957,0.011058910140262803,0.010905347905562253
CURVE_01,263.3093525179856,0.010287555743036752,0.010479261876938407
CURVE_01,267.62589928057554,0.009944461036519687,0.010084970456605401
CURVE_01,271.94244604316543,0.009814172518273335,0.009720101125756116
CURVE_01,276.2589928057554,0.009118846016655639,0.009382458403320073
CURVE_01,280.57553956834533,0.008974120354338692,0.009070010635378978
CURVE_01,284.89208633093523,0.0087258641922275,0.008780877770358133
CURVE_01,289.2086330935252,0.008679026588913874,0.008513320046435053
CURVE_01,293.5251798561151,0.008352091612819957,0.008265727523095534
CURVE_01,297.841726618705,0.007992249030809513,0.008036610393846608
CURVE_01,302.158273381295,0.0077821013881231756,0.00782459002179651
CURVE_01,306.47482014388487,0.00758255150822586,0.007628390644161051
CURVE_01,310.7913669064748,0.007586743813067224,0.007446831695781097
CURVE_01,315.1079136690647,0.007228754856226024,0.007278820705460423
CURVE_01,319.42446043165467,0.007071464238072318,0.007123346722379941
CURVE_01,323.7410071942446,0.006983517901235301,0.0069794742330340186
CURVE_01,328.0575539568345,0.006844048625049375,0.006846337532085941
CURVE_01,332.37410071942446,0.006702012011713958,0.006723135513271071
CURVE_01,336.69064748201436,0.00650681225372544,0.006609126849003671
CURVE_01,341.0071942446043,0.006482715661148556,0.006503625529682199
CURVE_01,345.32374100719426,0.006350211862018791,0.006405996735852418
CURVE_01,349.64028776978415,0.006406145033988783,0.006315653018390318
CURVE_01,353.9568345323741,0.006275369136909798,0.006232050763720421
CURVE_01,358.273381294964,0.006156366135466153,0.006154686922800085
CURVE_01,362.58992805755395,0.006128423880638957,0.006083095984187485
CURVE_01,366.90647482014384,0.005993294351485097,0.006016847172979799
CURVE_01,371.2230215827338,0.006056326715800262,0.005955541858767041
CURVE_01,375.53956834532374,0.00593883661191143,0.005898811157004818
CURVE_01,379.85611510791364,0.00586961747228147,0.0058463137093730366
CURVE_01,384.1726618705036,0.005703227849608574,0.005797733629764592
CURVE_01,388.4892086330935,0.005780904447818913,0.005752778603544726
CURVE_01,392.80575539568343,0.005566273017564473,0.0057111781286439504
CURVE_01,397.1223021582734,0.0054704980068345475,0.0056726818879008975
CURVE_01,401.4388489208633,0.0056021090582077755,0.005637058242861227
CURVE_01,405.75539568345323,0.005543307617304845,0.005604092839969478
CURVE_01,410.0719424460431,0.005585653192058555,0.00557358732076713
CURVE_01,414.3884892086331,0.00573369890681641,0.005545358128335881
CURVE_01,418.705035971223,0.0054445639287695755,0.005519235402804326
CURVE_01,423.0215827338129,0.0054667242242128385,0.005495061959272109
CURVE_01,427.33812949640287,0.0054891245797003335,0.0054726923420015255
CURVE_01,431.65467625899277,0.0054483022031702084,0.005451991949185525
CURVE_01,435.9712230215827,0.005404618993043935,0.005432836223025639
CURVE_01,440.28776978417267,0.005359006937553111,0.005415109900246444
CURVE_01,444.60431654676256,0.00539056341814203,0.005398706318536751
CURVE_01,448.9208633093525,0.0054149085180143055,0.005383526774744262
CURVE_01,453.2374100719424,0.005312896603432305,0.005369479930961851
CURVE_01,457.55395683453236,0.0053510616643089115,0.005356481264931775
CURVE_01,461.8705035971223,0.005323830480643442,0.005344452561460821
CURVE_01,466.1870503597122,0.0052301488627499535,0.005333321441786126
CURVE_01,470.50359712230215,0.005366380127227078,0.00532302092805981
CURVE_01,474.82014388489205,0.005248260437721398,0.005313489040331817
CURVE_01,479.136690647482,0.005382975782004114,0.00530466842360598
CURVE_01,483.4532374100719,0.005310749965195153,0.005296506002725211
CURVE_01,487.76978417266184,0.005296805734876309,0.005288952663009218
CURVE_01,492.0863309352518,0.0052512442196872965,0.005281962954723088
CURVE_01,496.4028776978417,0.005277160282874286,0.0052754948195984685
CURVE_01,500.71942446043164,0.005115916290587985,0.005269509337761786
CURVE_01,505.03597122302153,0.005153777693279746,0.005263970493546722
CURVE_01,509.3525179856115,0.005297688907812128,0.005258844958781796
CURVE_01,513.6690647482014,0.005072661328855967,0.005254101892249068
CURVE_01,517.9856115107914,0.005338256440919606,0.005249712754107263
CURVE_01,522.3021582733812,0.00508283892338215,0.005245651134162672
CURVE_01,526.6187050359712,0.0052986413027077866,0.005241892592954508
CURVE_01,530.9352517985611,0.005171831390035127,0.005238414514698496
CURVE_01,535.2517985611511,0.005269875624986256,0.005235195971203838
CURVE_01,539.568345323741,0.005276934507009872,0.005232217595944712
CURVE_01,543.8848920863309,0.005138117316340686,0.005229461467528584
CURVE_01,548.2014388489208,0.005315577166758347,0.005226911001860125
CURVE_01,552.5179856115108,0.00535296936088658,0.005224550852351878
CURVE_01,556.8345323741007,0.005224785478611684,0.005222366817581222
CURVE_01,561.1510791366907,0.0051466255018377365,0.005220345755837988
CURVE_01,565.4676258992805,0.005210969538681932,0.00521847550604854
CURVE_01,569.7841726618705,0.005139211120654333,0.005216744814600523
CURVE_01,574.1007194244604,0.005302746924858216,0.005215143267627953
CURVE_01,578.4172661870504,0.005149666910717985,0.005213661228349209
CURVE_01,582.7338129496403,0.005202900549183566,0.00521228977908087
CURVE_01,587.0503597122301,0.005145447233021749,0.005211020667578495
CURVE_01,591.3669064748201,0.005184681972794335,0.005209846257381455
CURVE_01,595.68345323741,0.005115617578087698,0.005208759481863046
CURVE_01,600.0,0.0053058403135679616,0.005207753801709391
CURVE_02,0.0,1.3699225313021035,1.3513439669527048
CURVE_02,4.316546762589928,0.9099508449815696,0.9009319035170859
CURVE_02,8.633093525179856,0.6018449828890825,0.6008779854986226
CURVE_02,12.949640287769784,0.4022842931716023,0.4009891258808567
CURVE_02,17.26618705035971,0.2668331128420848,0.2678278711865177
CURVE_02,21.58273381294964,0.17854135879262686,0.17911897672547467
CURVE_02,25.899280575539567,0.12012103420441766,0.1200231986437516
CURVE_02,30.215827338129493,0.08247103147169063,0.0806549818679476
CURVE_02,34.53237410071942,0.05486294071992634,0.054428802225073375
CURVE_02,38.84892086330935,0.036942199092845095,0.03695753847499559
CURVE_02,43.16546762589928,0.02508818940846089,0.025318593680849058
CURVE_02,47.482014388489205,0.017427662317943005,0.01756500253489733
CURVE_02,51.798561151079134,0.012682242719015305,0.01239974256315009
CURVE_02,56.115107913669064,0.009034587362982575,0.008958767913659533
CURVE_02,60.43165467625899,0.006668680769731789,0.006666471571713463
CURVE_02,64.74820143884892,0.005097629760140223,0.005139397688714268
CURVE_02,69.06474820143885,0.004065276116132195,0.004122097001422461
CURVE_02,73.38129496402877,0.003437841105744873,0.003444395221642282
CURVE_02,77.6978417266187,0.0030442123654425978,0.0029929262429474086
CURVE_02,82.01438848920863,0.0026753707581169393,0.0026921682328534943
CURVE_02,86.33093525179856,0.002461600317342569,0.0024918103236630474
CURVE_02,90.64748201438849,0.0023484761133066912,0.0023583365991805896
CURVE_02,94.96402877697841,0.002274189382100609,0.002269419544699426
CURVE_02,99.28057553956835,0.0021765416208750685,0.0022101850953105103
CURVE_02,103.59712230215827,0.0021449343442817973,0.002170724498972928
CURVE_02,107.91366906474819,0.002116167223590041,0.0021444367782397795
CURVE_02,112.23021582733813,0.002120708626559309,0.002126924517263484
CURVE_02,116.54676258992805,0.002103837894040063,0.002115258261081936
CURVE_02,120.86330935251797,0.002104098589476573,0.002107486475732362
CURVE_02,125.17985611510791,0.0021142544856178167,0.002102309095210289
CURVE_02,129.49640287769785,0.0020878027894985643,0.0020988600461353804
CURVE_02,133.81294964028777,0.0020997574379739313,0.0020965623708012198
CURVE_02,138.1294964028777,0.002070558624403957,0.0020950317135601804
CURVE_02,142.44604316546761,0.002072187581893106,0.002094012025724082
CURVE_02,146.76258992805754,0.0020472676914917573,0.002093332733681939
CURVE_02,151.0791366906475,0.0020847600092018677,0.0020928802053078784
